age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,salary
18,Private,1322364,12th,8,Never-married,Handlers-cleaners,Husband,Other,Male,0,0,31,Germany,<=50K
80,Private,1329486,Preschool,1,Separated,Prof-specialty,Own-child,Black,Male,0,0,92,Germany,<=50K
68,Federal-gov,692130,HS-grad,9,Married-civ-spouse,Exec-managerial,Own-child,Asian-Pac-Islander,Male,0,0,27,Mexico,<=50K
52,Private,22627,10th,6,Never-married,Adm-clerical,Unmarried,Other,Female,734,1782,57,Philippines,<=50K
30,Local-gov,810206,Masters,14,Never-married,Handlers-cleaners,Not-in-family,Amer-Indian-Eskimo,Male,0,0,93,India,<=50K
64,Private,1279908,7th-8th,4,Never-married,Handlers-cleaners,Not-in-family,White,Female,0,0,19,Mexico,<=50K
23,Self-emp-inc,154353,Masters,14,Divorced,Sales,Unmarried,Amer-Indian-Eskimo,Male,0,0,21,Cuba,<=50K
41,Federal-gov,594143,Masters,14,Married-civ-spouse,Craft-repair,Wife,Black,Female,0,0,94,Mexico,<=50K
80,Private,789854,Prof-school,15,Married-civ-spouse,Sales,Unmarried,Black,Male,0,0,55,Puerto-Rico,<=50K
87,Private,387146,HS-grad,9,Never-married,Exec-managerial,Other-relative,Black,Female,0,0,80,Philippines,<=50K
17,Private,211914,Preschool,1,Divorced,Handlers-cleaners,Unmarried,Black,Male,34821,2463,16,Mexico,<=50K
43,Private,1124100,Doctorate,16,Widowed,Adm-clerical,Husband,Black,Male,76197,1356,74,Puerto-Rico,<=50K
67,Private,462740,Assoc-voc,11,Divorced,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Female,0,0,25,India,<=50K
86,Private,93976,1st-4th,2,Married-civ-spouse,Handlers-cleaners,Wife,Amer-Indian-Eskimo,Female,0,0,89,Cuba,<=50K
77,Private,629151,Bachelors,13,Divorced,Sales,Husband,Asian-Pac-Islander,Male,0,0,72,Cuba,<=50K
27,Private,1112873,12th,8,Never-married,Farming-fishing,Not-in-family,Asian-Pac-Islander,Female,0,0,23,England,<=50K
72,Federal-gov,379746,Masters,14,Never-married,Transport-moving,Own-child,Black,Female,63283,3225,61,Germany,<=50K
68,Private,1348961,Prof-school,15,Widowed,Exec-managerial,Own-child,Amer-Indian-Eskimo,Female,0,0,90,Puerto-Rico,<=50K
67,Federal-gov,879167,Assoc-acdm,12,Never-married,Transport-moving,Own-child,Asian-Pac-Islander,Male,0,0,85,England,<=50K
71,Private,1275297,10th,6,Widowed,Exec-managerial,Not-in-family,Black,Male,53668,1765,97,Cuba,<=50K
82,Private,73425,Assoc-acdm,12,Separated,Sales,Wife,White,Female,0,0,67,India,<=50K
82,Private,652210,Some-college,10,Widowed,Handlers-cleaners,Husband,White,Male,0,0,83,Puerto-Rico,<=50K
89,Local-gov,421856,Prof-school,15,Widowed,Transport-moving,Unmarried,Black,Male,0,0,25,Canada,>50K
55,Private,1244660,Bachelors,13,Widowed,Farming-fishing,Not-in-family,Asian-Pac-Islander,Male,0,0,40,India,<=50K
62,Private,1139753,Doctorate,16,Never-married,Craft-repair,Not-in-family,White,Female,0,0,22,Cuba,>50K
36,State-gov,722106,9th,5,Separated,Adm-clerical,Unmarried,Black,Female,0,0,98,United-States,<=50K
30,Self-emp-not-inc,23677,11th,7,Never-married,Handlers-cleaners,Wife,Other,Female,0,0,11,India,<=50K
61,Private,389075,11th,7,Married-civ-spouse,Transport-moving,Not-in-family,White,Male,0,0,66,Philippines,<=50K
77,Self-emp-not-inc,786019,Bachelors,13,Widowed,Sales,Own-child,Asian-Pac-Islander,Female,0,0,19,Puerto-Rico,>50K
85,Private,1486565,Assoc-acdm,12,Separated,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Female,0,0,51,El-Salvador,<=50K
24,Private,126282,Assoc-voc,11,Never-married,Transport-moving,Husband,Black,Male,0,0,74,Mexico,>50K
45,Self-emp-not-inc,1320319,1st-4th,2,Never-married,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Male,0,0,11,El-Salvador,<=50K
36,State-gov,371757,Masters,14,Widowed,Transport-moving,Unmarried,Black,Male,0,0,10,England,<=50K
54,State-gov,572593,Preschool,1,Never-married,Farming-fishing,Own-child,Other,Female,0,0,62,Germany,<=50K
36,Self-emp-inc,597611,Bachelors,13,Never-married,Tech-support,Wife,White,Female,0,0,68,India,<=50K
74,Private,850880,Assoc-voc,11,Married-civ-spouse,Farming-fishing,Own-child,Other,Female,0,0,59,Philippines,<=50K
84,Private,163176,Masters,14,Separated,Adm-clerical,Wife,Amer-Indian-Eskimo,Female,0,0,46,United-States,<=50K
52,Private,247961,Prof-school,15,Divorced,Transport-moving,Husband,Asian-Pac-Islander,Male,0,0,69,Mexico,<=50K
48,Private,1120379,1st-4th,2,Never-married,Farming-fishing,Unmarried,White,Male,0,0,64,El-Salvador,<=50K
83,Private,824277,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Own-child,Asian-Pac-Islander,Male,0,0,13,Philippines,>50K
21,Private,677856,Some-college,10,Never-married,Transport-moving,Not-in-family,Black,Male,0,0,65,United-States,>50K
33,Private,265187,5th-6th,3,Married-civ-spouse,Farming-fishing,Unmarried,Other,Female,0,0,26,Cuba,>50K
43,Private,760927,Assoc-voc,11,Separated,Sales,Husband,Asian-Pac-Islander,Male,0,0,11,Mexico,<=50K
78,Private,498022,Bachelors,13,Married-civ-spouse,Transport-moving,Own-child,Other,Female,0,0,47,El-Salvador,<=50K
86,Private,20669,HS-grad,9,Separated,Prof-specialty,Unmarried,Amer-Indian-Eskimo,Male,0,0,17,Canada,<=50K
67,Self-emp-not-inc,1233809,7th-8th,4,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,74,Philippines,<=50K
79,Private,1068883,Assoc-voc,11,Widowed,Farming-fishing,Own-child,Amer-Indian-Eskimo,Male,0,0,64,Mexico,<=50K
77,Private,804218,1st-4th,2,Married-civ-spouse,Farming-fishing,Wife,Black,Female,0,0,98,United-States,>50K
34,Private,325247,12th,8,Divorced,Transport-moving,Husband,Black,Male,0,0,84,Philippines,<=50K
25,Private,1002002,Preschool,1,Separated,Transport-moving,Other-relative,Other,Male,0,0,69,England,<=50K
50,Self-emp-not-inc,934985,Preschool,1,Widowed,Transport-moving,Wife,Other,Female,0,0,58,Mexico,>50K
25,Private,90608,12th,8,Widowed,Sales,Own-child,Asian-Pac-Islander,Female,0,0,32,Cuba,>50K
78,Private,22271,Preschool,1,Widowed,Adm-clerical,Other-relative,Asian-Pac-Islander,Female,0,0,62,El-Salvador,<=50K
34,Self-emp-not-inc,378942,9th,5,Never-married,Exec-managerial,Other-relative,Amer-Indian-Eskimo,Female,0,0,20,Canada,<=50K
17,Self-emp-inc,128665,Prof-school,15,Never-married,Prof-specialty,Not-in-family,Other,Male,0,0,93,Germany,<=50K
54,Self-emp-inc,613320,Prof-school,15,Married-civ-spouse,Prof-specialty,Wife,Other,Female,1409,3397,73,Puerto-Rico,<=50K
39,Private,1025010,7th-8th,4,Separated,Craft-repair,Husband,Other,Male,0,0,64,Philippines,<=50K
76,Private,1347327,9th,5,Never-married,Handlers-cleaners,Wife,Asian-Pac-Islander,Female,0,0,98,Canada,<=50K
65,Self-emp-inc,1138603,7th-8th,4,Divorced,Handlers-cleaners,Unmarried,Asian-Pac-Islander,Female,0,0,45,England,<=50K
34,Private,835844,Assoc-voc,11,Married-civ-spouse,Farming-fishing,Other-relative,Black,Female,0,0,99,El-Salvador,>50K
66,Private,202463,9th,5,Separated,Tech-support,Husband,Amer-Indian-Eskimo,Male,0,0,52,Germany,<=50K
57,Private,1220878,Bachelors,13,Married-civ-spouse,Farming-fishing,Wife,Asian-Pac-Islander,Female,0,0,22,Canada,>50K
56,Private,825705,11th,7,Widowed,Prof-specialty,Wife,Other,Female,0,0,66,Puerto-Rico,<=50K
23,Private,614558,Preschool,1,Never-married,Prof-specialty,Own-child,Black,Female,0,0,30,Mexico,<=50K
37,Federal-gov,309949,Bachelors,13,Separated,Tech-support,Own-child,Black,Female,71348,1852,83,England,>50K
67,Private,658312,Prof-school,15,Never-married,Adm-clerical,Unmarried,Other,Female,0,0,22,Puerto-Rico,>50K
80,Self-emp-not-inc,255902,Doctorate,16,Widowed,Sales,Unmarried,Other,Male,0,0,89,Philippines,<=50K
55,State-gov,644387,11th,7,Separated,Sales,Husband,Black,Male,0,0,57,Cuba,<=50K
64,Self-emp-not-inc,1297298,7th-8th,4,Never-married,Transport-moving,Husband,White,Male,0,0,27,India,<=50K
26,Private,517832,9th,5,Never-married,Prof-specialty,Husband,Black,Male,0,0,64,India,>50K
38,State-gov,1423146,Preschool,1,Separated,Craft-repair,Unmarried,Black,Male,40019,3080,78,Cuba,>50K
89,Private,1251448,5th-6th,3,Married-civ-spouse,Tech-support,Own-child,Asian-Pac-Islander,Male,0,0,94,United-States,<=50K
26,Private,1386147,Assoc-acdm,12,Never-married,Sales,Unmarried,Black,Male,0,0,58,Philippines,<=50K
47,Private,1280880,Assoc-voc,11,Separated,Transport-moving,Husband,Amer-Indian-Eskimo,Male,0,0,57,India,<=50K
84,Private,784429,Doctorate,16,Widowed,Tech-support,Own-child,Asian-Pac-Islander,Female,0,0,96,Philippines,<=50K
53,Private,786346,7th-8th,4,Divorced,Craft-repair,Other-relative,Other,Male,0,0,84,Puerto-Rico,<=50K
48,Private,288852,10th,6,Married-civ-spouse,Craft-repair,Unmarried,Amer-Indian-Eskimo,Male,0,0,25,United-States,<=50K
37,Private,1023352,Bachelors,13,Divorced,Transport-moving,Wife,Black,Female,0,0,49,Cuba,<=50K
19,Private,1226109,Masters,14,Never-married,Transport-moving,Husband,Amer-Indian-Eskimo,Male,0,0,54,England,<=50K
31,Self-emp-inc,1354611,Bachelors,13,Widowed,Sales,Other-relative,Black,Female,0,0,83,England,<=50K
34,Private,53473,Prof-school,15,Separated,Adm-clerical,Unmarried,White,Male,0,0,71,El-Salvador,<=50K
42,Private,202753,12th,8,Divorced,Sales,Wife,Asian-Pac-Islander,Female,0,0,92,Canada,<=50K
85,Private,1110174,Masters,14,Married-civ-spouse,Adm-clerical,Other-relative,Amer-Indian-Eskimo,Male,0,0,76,Canada,<=50K
54,Private,1158487,Masters,14,Widowed,Handlers-cleaners,Unmarried,Asian-Pac-Islander,Female,0,0,60,Cuba,<=50K
56,Private,438875,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,0,0,95,India,>50K
22,Private,575826,10th,6,Married-civ-spouse,Prof-specialty,Other-relative,White,Female,0,0,61,Mexico,>50K
40,Private,148350,Bachelors,13,Separated,Tech-support,Not-in-family,Other,Male,0,0,69,Mexico,>50K
30,Federal-gov,1072972,1st-4th,2,Divorced,Adm-clerical,Wife,White,Female,0,0,83,Canada,<=50K
80,Self-emp-not-inc,227752,Doctorate,16,Widowed,Sales,Unmarried,White,Female,0,0,68,Canada,<=50K
71,Private,104067,Preschool,1,Married-civ-spouse,Transport-moving,Wife,Amer-Indian-Eskimo,Female,32,3470,54,Germany,<=50K
75,Private,734825,Assoc-acdm,12,Married-civ-spouse,Sales,Other-relative,White,Female,0,0,87,Cuba,>50K
61,Local-gov,1002237,Prof-school,15,Never-married,Transport-moving,Wife,White,Female,0,0,10,Germany,>50K
72,Private,541151,11th,7,Widowed,Tech-support,Husband,White,Male,96411,3732,59,Germany,<=50K
42,Federal-gov,316309,Bachelors,13,Widowed,Transport-moving,Unmarried,Asian-Pac-Islander,Male,0,0,22,Mexico,<=50K
59,Private,1460351,Assoc-voc,11,Married-civ-spouse,Craft-repair,Wife,Other,Female,0,0,37,Cuba,<=50K
18,Local-gov,1002796,12th,8,Separated,Tech-support,Not-in-family,Black,Male,0,0,88,England,<=50K
60,Private,1483621,1st-4th,2,Divorced,Sales,Not-in-family,Other,Male,0,0,84,Mexico,>50K
23,Private,651402,Some-college,10,Married-civ-spouse,Craft-repair,Own-child,White,Male,0,0,41,Germany,<=50K
71,Private,1172814,10th,6,Separated,Adm-clerical,Husband,Black,Male,0,0,47,Puerto-Rico,<=50K
59,Private,1088639,Some-college,10,Never-married,Adm-clerical,Other-relative,Black,Male,0,0,68,Germany,<=50K
31,Private,719260,7th-8th,4,Separated,Transport-moving,Unmarried,Asian-Pac-Islander,Male,0,0,57,England,<=50K
27,State-gov,570450,10th,6,Divorced,Sales,Other-relative,Other,Female,0,0,86,United-States,<=50K
44,Private,606673,1st-4th,2,Divorced,Prof-specialty,Wife,Other,Female,0,0,30,Philippines,>50K
26,Private,486869,Masters,14,Separated,Handlers-cleaners,Wife,Other,Female,0,0,54,Germany,<=50K
68,Self-emp-not-inc,624153,Assoc-acdm,12,Married-civ-spouse,Handlers-cleaners,Husband,Asian-Pac-Islander,Male,0,0,35,Puerto-Rico,<=50K
59,Private,873201,Some-college,10,Widowed,Transport-moving,Unmarried,Other,Female,0,0,22,Germany,>50K
79,State-gov,547648,12th,8,Widowed,Handlers-cleaners,Other-relative,Amer-Indian-Eskimo,Male,0,0,51,India,<=50K
74,Private,1191463,1st-4th,2,Separated,Transport-moving,Not-in-family,Other,Male,0,0,35,Cuba,<=50K
30,Private,333397,12th,8,Married-civ-spouse,Exec-managerial,Other-relative,Other,Female,0,0,39,Puerto-Rico,<=50K
46,State-gov,643888,Bachelors,13,Widowed,Prof-specialty,Unmarried,Black,Female,0,0,66,El-Salvador,<=50K
18,Private,1243029,Assoc-acdm,12,Never-married,Tech-support,Not-in-family,Asian-Pac-Islander,Female,0,0,17,Philippines,<=50K
61,Private,1092814,Bachelors,13,Widowed,Sales,Other-relative,White,Male,0,0,93,Canada,<=50K
83,Private,1018856,1st-4th,2,Widowed,Exec-managerial,Unmarried,Asian-Pac-Islander,Female,0,0,93,England,<=50K
77,Private,811978,Masters,14,Separated,Handlers-cleaners,Wife,Amer-Indian-Eskimo,Female,0,0,82,Canada,<=50K
81,Local-gov,97100,7th-8th,4,Separated,Handlers-cleaners,Unmarried,Other,Female,0,0,47,India,<=50K
28,Self-emp-inc,1409320,9th,5,Widowed,Farming-fishing,Husband,Black,Male,0,0,14,England,<=50K
52,Private,958542,Preschool,1,Married-civ-spouse,Adm-clerical,Wife,Asian-Pac-Islander,Female,0,0,89,Canada,<=50K
73,Private,447860,Doctorate,16,Never-married,Adm-clerical,Own-child,Black,Male,0,0,18,Philippines,<=50K
55,Self-emp-not-inc,1125668,Prof-school,15,Widowed,Sales,Own-child,Black,Female,0,0,22,United-States,<=50K
45,Private,380969,5th-6th,3,Never-married,Sales,Not-in-family,White,Female,0,0,89,Philippines,<=50K
54,Private,697533,Preschool,1,Separated,Prof-specialty,Own-child,Amer-Indian-Eskimo,Male,0,0,52,England,>50K
57,Private,1204424,5th-6th,3,Widowed,Transport-moving,Husband,Amer-Indian-Eskimo,Male,0,0,21,Mexico,<=50K
17,Federal-gov,436280,9th,5,Divorced,Exec-managerial,Wife,White,Female,0,0,32,United-States,>50K
38,State-gov,1183087,11th,7,Married-civ-spouse,Transport-moving,Not-in-family,Black,Female,0,0,19,Puerto-Rico,<=50K
40,Local-gov,155386,Some-college,10,Separated,Farming-fishing,Unmarried,Black,Female,0,0,34,Germany,<=50K
76,Self-emp-not-inc,1432037,11th,7,Divorced,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Male,98289,2081,14,England,<=50K
87,Self-emp-not-inc,504507,11th,7,Married-civ-spouse,Adm-clerical,Other-relative,Other,Male,0,0,56,Cuba,<=50K
89,Private,1497876,Doctorate,16,Separated,Handlers-cleaners,Own-child,White,Male,0,0,49,Mexico,<=50K
32,Private,1349282,5th-6th,3,Divorced,Exec-managerial,Unmarried,Black,Male,0,0,51,England,<=50K
79,Self-emp-not-inc,864666,10th,6,Separated,Transport-moving,Own-child,White,Female,0,0,15,Mexico,<=50K
58,Self-emp-not-inc,642868,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Wife,Asian-Pac-Islander,Female,0,0,39,United-States,>50K
77,Private,102415,1st-4th,2,Separated,Tech-support,Husband,Amer-Indian-Eskimo,Male,0,0,89,England,>50K
89,Self-emp-not-inc,326071,7th-8th,4,Divorced,Craft-repair,Other-relative,Asian-Pac-Islander,Female,0,0,49,Cuba,<=50K
87,Local-gov,499940,5th-6th,3,Separated,Handlers-cleaners,Husband,White,Male,0,0,82,Philippines,>50K
86,Federal-gov,617904,Masters,14,Separated,Tech-support,Other-relative,Other,Male,0,0,85,England,>50K
66,Private,439786,10th,6,Widowed,Farming-fishing,Wife,White,Female,0,0,74,El-Salvador,<=50K
40,Self-emp-inc,1263238,9th,5,Widowed,Farming-fishing,Other-relative,Black,Male,62806,853,77,Philippines,<=50K
18,Private,283115,Assoc-acdm,12,Separated,Handlers-cleaners,Other-relative,Amer-Indian-Eskimo,Male,0,0,97,Puerto-Rico,<=50K
56,Private,1169404,1st-4th,2,Divorced,Craft-repair,Husband,Black,Male,0,0,95,United-States,<=50K
54,Private,681950,11th,7,Married-civ-spouse,Exec-managerial,Unmarried,Amer-Indian-Eskimo,Female,0,0,75,Puerto-Rico,>50K
80,Private,441037,Assoc-acdm,12,Never-married,Sales,Husband,White,Male,0,0,78,El-Salvador,>50K
19,Private,190818,1st-4th,2,Separated,Handlers-cleaners,Wife,Black,Female,0,0,71,India,<=50K
19,Private,478521,Bachelors,13,Divorced,Sales,Wife,Black,Female,26720,2900,87,England,>50K
25,State-gov,578213,HS-grad,9,Separated,Craft-repair,Other-relative,Amer-Indian-Eskimo,Female,40164,1199,20,El-Salvador,<=50K
34,Local-gov,514122,Some-college,10,Widowed,Adm-clerical,Husband,Amer-Indian-Eskimo,Male,0,0,59,Canada,<=50K
26,State-gov,985878,5th-6th,3,Married-civ-spouse,Handlers-cleaners,Other-relative,White,Male,86374,1548,38,El-Salvador,<=50K
67,Private,1201866,Assoc-voc,11,Widowed,Adm-clerical,Own-child,White,Male,0,0,71,India,<=50K
74,Private,1453998,Bachelors,13,Married-civ-spouse,Sales,Own-child,Asian-Pac-Islander,Female,0,0,12,United-States,<=50K
50,Private,475003,9th,5,Widowed,Exec-managerial,Unmarried,Asian-Pac-Islander,Female,0,0,26,Cuba,<=50K
22,Private,681461,Bachelors,13,Never-married,Farming-fishing,Own-child,Black,Male,0,0,92,India,<=50K
42,Private,317828,10th,6,Divorced,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Male,0,0,30,United-States,<=50K
20,Private,1161842,Assoc-voc,11,Never-married,Transport-moving,Other-relative,White,Male,0,0,36,Canada,>50K
25,Private,933617,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Own-child,Black,Female,0,0,75,England,<=50K
85,Private,269467,Assoc-voc,11,Married-civ-spouse,Handlers-cleaners,Wife,White,Female,0,0,37,Philippines,<=50K
60,State-gov,1092191,HS-grad,9,Separated,Craft-repair,Unmarried,Black,Female,0,0,76,Germany,<=50K
78,Self-emp-not-inc,725631,9th,5,Separated,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Male,51334,299,21,Puerto-Rico,<=50K
43,Private,867049,Prof-school,15,Widowed,Handlers-cleaners,Not-in-family,Other,Male,84234,701,56,England,<=50K
80,Federal-gov,1138741,11th,7,Widowed,Transport-moving,Own-child,Amer-Indian-Eskimo,Male,0,0,42,United-States,>50K
43,State-gov,16249,Assoc-acdm,12,Widowed,Craft-repair,Wife,Asian-Pac-Islander,Female,0,0,43,Canada,<=50K
42,Private,999322,5th-6th,3,Widowed,Sales,Other-relative,Black,Female,0,0,11,England,<=50K
71,Self-emp-inc,823501,1st-4th,2,Married-civ-spouse,Handlers-cleaners,Unmarried,Other,Female,0,0,61,India,>50K
17,Self-emp-not-inc,1290216,Bachelors,13,Never-married,Craft-repair,Wife,Black,Female,0,0,54,Mexico,>50K
28,Private,199468,Preschool,1,Married-civ-spouse,Handlers-cleaners,Wife,Black,Female,0,0,45,England,>50K
52,Private,1131558,9th,5,Separated,Craft-repair,Wife,Other,Female,0,0,54,England,<=50K
40,Federal-gov,353398,Prof-school,15,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,0,0,48,Germany,<=50K
43,Federal-gov,409757,10th,6,Never-married,Tech-support,Unmarried,White,Female,0,0,41,Puerto-Rico,<=50K
60,Private,309824,Assoc-acdm,12,Married-civ-spouse,Sales,Not-in-family,Asian-Pac-Islander,Male,0,0,15,Philippines,>50K
45,Self-emp-not-inc,1371296,11th,7,Widowed,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,0,0,15,India,<=50K
49,Private,869660,Assoc-acdm,12,Divorced,Prof-specialty,Wife,Asian-Pac-Islander,Female,0,0,72,Philippines,>50K
52,Private,533420,Bachelors,13,Divorced,Sales,Other-relative,Black,Female,0,0,51,England,<=50K
78,Private,858291,Doctorate,16,Widowed,Tech-support,Unmarried,White,Male,0,0,16,Puerto-Rico,<=50K
57,Private,1330234,Some-college,10,Widowed,Transport-moving,Not-in-family,Black,Male,0,0,80,Philippines,<=50K
35,Private,1342826,1st-4th,2,Separated,Exec-managerial,Own-child,Asian-Pac-Islander,Female,0,0,14,India,>50K
82,Self-emp-not-inc,1363005,Preschool,1,Married-civ-spouse,Exec-managerial,Own-child,Asian-Pac-Islander,Male,0,0,69,El-Salvador,>50K
84,Federal-gov,105877,Assoc-voc,11,Never-married,Transport-moving,Husband,White,Male,0,0,51,Canada,<=50K
34,Self-emp-inc,1022119,Assoc-voc,11,Widowed,Farming-fishing,Own-child,Asian-Pac-Islander,Male,0,0,40,Philippines,<=50K
44,Self-emp-not-inc,860890,9th,5,Widowed,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,0,0,61,India,<=50K
18,Private,301689,Assoc-acdm,12,Divorced,Sales,Wife,Amer-Indian-Eskimo,Female,0,0,85,England,<=50K
40,Local-gov,486787,11th,7,Widowed,Transport-moving,Own-child,Black,Female,0,0,72,Germany,<=50K
46,State-gov,542607,10th,6,Never-married,Sales,Not-in-family,Asian-Pac-Islander,Female,0,0,14,Philippines,<=50K
55,Private,650370,Assoc-acdm,12,Divorced,Sales,Husband,Black,Male,0,0,80,Mexico,<=50K
27,Private,1092161,Assoc-acdm,12,Never-married,Adm-clerical,Unmarried,White,Male,0,0,15,Mexico,<=50K
58,Private,489913,Preschool,1,Separated,Craft-repair,Not-in-family,Asian-Pac-Islander,Male,0,0,40,El-Salvador,<=50K
24,State-gov,309291,5th-6th,3,Widowed,Farming-fishing,Husband,Black,Male,0,0,58,United-States,<=50K
67,Private,705688,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Other,Male,0,0,41,El-Salvador,>50K
29,Private,1047827,10th,6,Never-married,Farming-fishing,Own-child,Black,Female,0,0,70,Cuba,>50K
51,Private,842200,7th-8th,4,Separated,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,0,0,82,Philippines,>50K
41,Private,159799,Bachelors,13,Divorced,Tech-support,Own-child,Asian-Pac-Islander,Male,0,0,97,Puerto-Rico,<=50K
81,Private,285947,Assoc-acdm,12,Separated,Sales,Wife,Amer-Indian-Eskimo,Female,0,0,97,United-States,<=50K
